"X" "Y" "Epsilon"
1 1.83373317075514 0.833733170755138
2 1.72395222678513 -0.276047773214867
3 2.64499816196659 -0.355001838033406
4 4.0874874238042 0.0874874238042033
5 7.25225573054322 2.25225573054322
6 6.83446012913367 0.834460129133672
7 8.31241550858861 1.31241550858861
8 10.5026454078907 2.50264540789068
9 10.1682317433844 1.16823174338441
10 9.57383442258564 -0.426165577414356
11 10.0038702483885 -0.996129751611455
12 10.8860500963694 -1.11394990363057
13 12.9442684596192 -0.0557315403807902
14 15.1744323980341 1.17443239803407
15 16.0532186104284 1.05321861042839
16 16.0576059707462 0.0576059707462377
17 16.2649571051298 -0.735042894870237
18 18.9305284230976 0.930528423097571
19 20.6682109685568 1.66821096855678
20 20.5596878860287 0.559687886028685
21 20.2460252285226 -0.753974771477392
22 23.2565541946151 1.25655419461513
23 23.0384925470284 0.0384925470284087
24 24.1895398268424 0.189539826842359
25 25.4625949508341 0.462594950834118
26 25.5726369468883 -0.427363053111719
27 27.0165860020823 0.0165860020823382
28 28.7048791019712 0.704879101971209
29 29.9718493208634 0.971849320863435
30 29.3795083969872 -0.620491603012847
31 30.1441330028317 -0.855866997168277
32 32.0695583271194 0.0695583271194081
33 31.9538017299912 -1.04619827000882
34 31.2511316174286 -2.74886838257142
35 33.870140389733 -1.129859610267
36 35.1383152327107 -0.861684767289298
37 38.5600738472614 1.56007384726135
38 39.015088374214 1.01508837421401
39 40.0439944251997 1.04399442519974
40 38.8840948069149 -1.11590519308513
41 39.9286955031991 -1.07130449680085
42 42.9678209427389 0.967820942738897
43 43.171032549244 0.171032549243962
44 43.1037497119586 -0.896250288041391
45 45.1582892515232 0.158289251523148
46 45.4980515271182 -0.501948472881832
47 46.0340773835406 -0.96592261645935
48 47.8862658618134 -0.113734138186597
49 50.085949807572 1.08594980757201
50 48.788351741164 -1.211648258836
51 49.2322779371882 -1.76772206281184
52 51.5083079247984 -0.491692075201622
53 53.3214658744169 0.321465874416895
54 55.4606608143265 1.46066081432652
55 56.5372426193023 1.53724261930231
56 55.6604314683465 -0.339568531653538
57 55.9225512569085 -1.07744874309147
58 56.5092348089983 -1.49076519100169
59 58.7472533060718 -0.252746693928174
60 59.878077491399 -0.121922508600992
61 60.3510166296233 -0.64898337037671
62 62.3130757547503 0.313075754750257
63 63.1228105653095 0.122810565309504
64 63.1631595818569 -0.836840418143109
65 65.6004217368042 0.600421736804145
66 65.754065336889 -0.245934663111039
67 66.8153353511691 -0.184664648830931
68 68.0231567710546 0.0231567710545932
69 68.515348417285 -0.484651582714955
70 69.2620936574211 -0.737906342578866
71 72.3025075204665 1.30250752046651
72 72.5644994389181 0.564499438918106
73 71.1949556520144 -1.80504434798559
74 74.4383389094429 0.438338909442946
75 73.5589110335761 -1.44108896642391
76 76.9528291526847 0.952829152684737
77 76.2770176154454 -0.722982384554621
78 78.0487603005867 0.0487603005867416
79 77.4364678206722 -1.56353217932782
80 77.6976336290044 -2.30236637099556
81 82.1579635707624 1.1579635707624
82 81.295264563451 -0.704735436549026
83 81.4261778654937 -1.57382213450626
84 84.5183515446658 0.518351544665789
85 83.9350694225647 -1.06493057743535
86 86.0470543772728 0.0470543772727867
87 87.8480474314823 0.848047431482345
88 88.4326777637075 0.432677763707481
89 89.5228053340352 0.522805334035158
90 89.7461139063813 -0.253886093618669
91 90.5031480748345 -0.496851925165462
